
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Do not extract anything that is not in the text.

        Examples:

        Example 1 
verwachten O
weekomzet O
aanzienlijk O
lager O
uitvallen O
. O

Uitgaande O
van O
de O
verwachting O
dat O
de O
totale O
’ O
non-respons O
’ O
niets O
zal O
besteden O
in O
de O
supermarkt O
zal O
de O
weekomzet O
komen O
te O
liggen O
op O
: O
7.941 O
studenten O
x O
ƒ O
13,13 O
= O
ƒ O
104.265,33 O
5.246 O
medewerkers O
x O
ƒ O
23,72 O
= O
ƒ O
124.435,12 O
De O
totale O
weekomzet O
wordt O
nu O
ƒ O
228.700,45 O
Uit O
bovenstaande O
berekeningen O
zijn O
twee O
geheel O
verschillende O
bedragen O
gekomen O
. O

Het O
is O
echter O
onwaarschijnlijk O
dat O
niemand O
van O
de O
non-respons O
gebruik O
zal O
gaan O
maken O
van O
de O
supermarkt O
De O
werkelijk O
te O
verwachten O
weekomzet O
zal O
dan O
ook O
tussen O
deze O
twee O
bedragen O
in O
liggen O
. O

Daarnaast O
moet O
rekening O
gehouden O
worden O
met O
té O
positieve O
antwoorden O
van O
de O
respondenten O
. O

Het O
bedrag O
dat O
men O
in O
heeft O
gevuld O
bij O
de O
vraag O
naar O
de O
' O
huidige O
bestedingen O
’ O
zou O
iets O
te O
hoog O
kunnen O
zijn O
ingeschat O
. O

Uitgaande O
van O
het O
IMK-gemiddelde O
van O
ƒ O
72 O
, O
- O
per O
persoon O
, O
blijven O
de O
studenten O
en O
vooral O
de O
medewerkers O
daar O
ver O
onder O
. O

Dit O
zou O
betekenen O
dat O
er O
eerder O
sprake O
is O
van O
een O
onderschatting O
. O

Of O
dit O
werkelijk O
zo O
is O
, O
is O
echter O
niet O
aan O
te O
geven O
, O
daar O
de O
respondenten O
de O
vraag O
verkeert O
! O

begrepen O
kunnen O
hebben O
. O

In O
plaats O
van O
de O
totale O
uitgaven O
aan O
dagelijks O
benodigde O
produkten O
kan O
men O
de O
wekelijkse O
supcrmarkt-uitgaven O
hebben O
ingevuld O
. O

Op O
de O
uiteindelijke O
omzet O
- O
57 O
berekening O
heeft O
dit O
geen O
invloed O
, O
daar O
gevraagd O
is O
naar O
het O
bestedings-percentage O
in O
de O
Uithof O
- O
supermarkt O
van O
de O
eerder O
aangegeven O
' O
huidige O
bestedingen O
’ O
. O

Het O
is O
tevens O
mogelijk O
dat O
een O
aantal O
respondenten O
het O
percentage O
dat O
men O
denkt O
te O
gaan O
besteden O
in O
de O
Uithof-supermarkt O
, O
in O
heeft O
gevuld O
dat O
veel O
te O
hoog O
ligt O
. O

Dit O
met O
het O
idee O
: O
" O
ik O
vul O
maar O
een O
hoog O
percentage O
in O
, O
want O
dan O
komt O
die O
supermarkt O
er O
tenminste O
" O
. O

Om O
dit O
probleem O
toch O
enigszins O
te O
ondervangen O
is O
in O
de O
volgende O
omzet O
berekening O
uitgegaan O
van O
klassen O
rondom O
het O
door O
de O
respondent O
ingevulde O
percentage O
. O

In O
de O
vragenlijst O
kon O
men O
kiezen O
uit O
de O
opties O
0% O
, O
10% O
, O
25% O
, O
50% O
, O
75% O
en O
100% O
van O
de O
normale O
wekelijkse O
bestedingen O
aan O
dagelijks O
benodigde O
goederen O
die O
men O
in O
de O
Uithof O
denkt O
uit O
te O
geven O
( O
zie O
bijlage O
1 O
) O
. O

De O
klassegrenzen O
, O
van O
de O
in O
de O
enquête O
voorkomende O
opties O
, O
zijn O
vastgesteld O
op O
: O
0% O
- O
5% O
, O
6% O
- O
17% O
, O
18% O
- O
37% O
, O
38% O
- O
62% O
, O
63% O
- O
87% O
en O
88% O
- O
100% O
. O

Voor O
de O
berekening O
van O
het O
nu O
volgende O
omzetbedrag O
is O
de O
ondergrens O
van O
deze O
klassen O
genomen O
. O

Deze O
percentages O
zijn O
vermenigvuldigd O
met O
de O
huidige O
bestedingen O
van O
de O
respondent O
. O

Het O
bedrag O
dat O
de O
afzonderlijke O
respondenten O
per O
week O
nu O
zullen O
gaan O
besteden O
is O
voor O
de O
studenten O
komen O
te O
liggen O
op O
ƒ O
9,75 O
( O
i.p.v O
. O
ƒ13,13 O
) O
en O
voor O
de O
medewerkers O
op O
ƒ O
18,14 O
( O
i.p.v O
. O
ƒ23,72 O
) O
. O

Dit O
betekent O
voor O
de O
te O
verwachten O
weekomzet O
dat O
, O
uitgaande O
van O
een O
’ O
non-respons O
’ O
die O
hetzelfde O
reageert O
als O
de O
' O
respons O
' O
, O
deze O
komt O
te O
liggen O
op O
: O
15.126 O
studenten O
x O
ƒ O
9,75 O
= O
ƒ O
147.478,50 O
9.556 O
medewerkers O
x O
ƒ O
18,14 O
= O
ƒ O
173.345,84 O
De O
totale O
weekomzet O
= O
ƒ O
320.824,34 O
Uitgaande O
van O
een O
’ O
nonrespons O
' O
die O
niets O
zal O
gaan O
besteden O
in O
de O
supermarkt O
, O
de O
omzet O
zal O
komen O
te O
liggen O
op O
: O
7.941 O
studenten O
x O
ƒ O
9,75 O
= O
ƒ O
77.424,75 O
5.246 O
medewerkers O
x O
ƒ O
18,14 O
= O
ƒ O
95.162,44 O
totale O
weekomzet O
= O
ƒ O
172.587,19 O
Het O
gevolg O
van O
deze O
berekeningen O
is O
een O
viertal O
omzetprognoses O
. O

Het O
is O
zeer O
waarschijnlijk O
dat O
de O
hoogste O
en O
de O
laagste O
prognose O
beide O
te O
extreem O
zullen O
zijn O
. O

De O
te O
verwachten O
weekomzet O
zal O
dus O
naar O
alle O
waarschijnlijkheid O
komen O
te O
liggen O
tussen O
de O
ƒ O
320.800 O
, O
- O
en O
de O
228.700 O
, O
- O
gulden O
. O

Bovengenoemde O
weekomzet O
kan O
omgerekend O
worden O
naar O
een O
jaaromzet O
. O

Uit O
hoofdstuk O
drie O
is O
gebleken O
dat O
de O
functie O
van O
de O
Uithof O
met O
zich O
meebrengt O
dat O
in O
de O
vakantieperiodes O
slechts O
een O
beperkt O
aantal O
personen O
aanwezig O
is O
. O

De O
genoemde O
weekomzet O
houdt O
hier O
echter O
geen O
rekening O
mee O
. O

Dit O
bedrag O
geldt O
voor O
een O
' O
normale O
’ O
werkweek O
, O
waarin O
geen O
vakanties O
en O
feestdagen O
vallen O
. O

Als O
, O
bij O
het O
berekenen O
van O
de O
jaaromzet O
rekening O
wordt O
gehouden O
met O
deze O
vakanties O
en O
feestda O
- O
gen O
, O
moet O
de O
weekomzet O
vermenigvuldigd O
worden O
met O
42 O
weken O
in O
plaats O
van O
52 O
. O

In O
deze O
berekening O
wordt O
de O
supermarkt O
veronderstelt O
in O
de O
maanden O
juli O
en O
augustus O
en O
de O
week O
tussen O
kerst O
en O
nieuwjaar O
, O
waarin O
zoals O
uit O
hoofdstuk O
drie O
is O
gebleken O
de O
Uithofbevolking O
behoorlijk O
uitgedund O
is O
, O
nauwelijks O
omzet O
te O
draaien O
. O

In O
hoeverre O
dit O
daadwerkelijk O
klopt O
zal O
de O
praktijk O
moeten O
uitwijzen O
. O

In O
ieder O
geval O
is O
het O
redelijk O
te O
veronderstellen O
dat O
de O
weekomzet O
in O
deze O
periode O
een O
stuk O
lager O
zal O
liggen O
dan O
de O
eerder O
genoemd O
bedrag O
. O
58 O
7.2 O
Conclusie O
In O
dit O
onderzoek O
is O
gekeken O
naar O
de O
haalbaarheid O
van O
een O
supermarktvestiging O
op O
het O
universiteits O
- O
terrein O
" O
De O
Uithof O
' O
, O
te O
Utrecht O
. O

Getracht O
is O
inzicht O
te O
krijgen O
in O
de O
behoefte O
onder O
de O
Uithofbevol O
- O
king O
aan O
een O
supermarkt O
op O
het O
complex O
en O
in O
de O
omzet O
die O
deze O
supermarkt O
op O
deze O
lokatie O
kan O
verwachten O
. O

Uit O
bestaande O
onderzoeken O
is O
gebleken O
dat O
werkconsumenten O
veelvuldig O
gebruik O
maken O
van O
voorzieningen O
nabij O
de O
werkplek O
. O

De O
bestedingen O
die O
de O
werkconsumenten O
bij O
deze O
voorzieningen O
doen O
, O
zijn O
van O
groot O
belang O
voor O
de O
omzet O
. O

In O
deze O
onderzoeken O
was O
echter O
sprake O
van O
voorzie O
- O
ningen O
op O
tenminste O
buurtniveau O
. O

De O
situatie O
in O
de O
Uithof O
is O
hiermee O
dus O
maar O
gedeeltelijk O
te O
vergelijken O
. O

Voor O
onderhavig O
onderzoek O
waren O
deze O
onderzoeken O
dus O
maar O
beperkt O
bruikbaar O
. O

In O
ieder O
geval O
kan O
uit O
deze O
bevindingen O
, O
in O
het O
kader O
van O
dit O
onderzoek O
, O
wel O
geconcludeerd O
worden O
, O
dat O
werkconsumenten O
positief O
staan O
tegenover O
winkelvoorzieningen O
nabij O
de O
werkplek O
. O

Dit O
was O
dan O
ook O
het O
uitgangspunt O
voor O
het O
verder O
onderzoek O
. O

Uit O
de O
enquête O
is O
gebleken O
dat O
de O
behoefte O
aan O
een O
supermarkt O
in O
de O
Uithof O
buitengewoon O
groot O
is O
. O

De O
meerderheid O
van O
de O
studenten O
en O
medewerkers O
van O
de O
, O
in O
de O
Uithof O
gevestigde O
instellingen O
gaven O
te O
kennen O
een O
supermarkt O
op O
het O
universiteitscomplex O
erg O
handig O
te O
vinden O
. O
80% O
van O
de O
respondenten O
is O
van O
plan O
deze O
winkel O
in O
meer O
of O
in O
mindere O
mate O
te O
gaan O
bezoeken O
. O

Ruim O
de O
helft O
van O
de O
respondenten O
zal O
er O
tenminste O
af O
en O
toe O
, O
als O
dat O
zo O
uitkomt O
de O
dagelijkse O
boodschappen O
gaan O
doen O
. O

De O
weekbestedingen O
, O
die O
men O
per O
persoon O
in O
de O
Uithof-supermarkt O
in O
de O
toekomst O
denkt O
te O
gaan O
doen O
, O
liggen O
voor O
de O
studenten O
op O
gemiddeld O
ƒ O
13,13 O
en O
voor O
de O
medewerkers O
op O
ƒ O
23,72 O
. O

Natuurlijk O
verschilt O
dit O
bedrag O
van O
persoon O
tot O
persoon O
. O

Voor O
de O
studenten O
bleek O
de O
meest O
bepalende O
factoren O
voor O
de O
uiteindelijke O
bestedingen O
de O
bezoekfrequentie O
en O
de O
bezoekduur O
en O
in O
mindere O
mate O
de O
reistijd O
in O
combinatie O
met O
het O
vervoermiddel O
te O
zijn O
. O

Verder O
bleek O
dat O
deeltijdstu O
- O
denten O
en O
thuiswonenden O
nauwelijks O
gebruik O
zullen O
gaan O
maken O
van O
de O
supermarkt O
. O

De O
medewerkers O
bleken O
zich O
vooral O
te O
laten O
leiden O
door O
het O
feit O
of O
men O
al O
dan O
niet O
een O
voltijdbaan O
heeft O
, O
de O
functie O
die O
men O
bekleedt O
en O
het O
gebouw O
dat O
men O
bezoekt O
. O

Hoewel O
de O
bedragen O
die O
de O
afzonderlijke O
personen O
van O
plan O
zijn O
per O
week O
in O
de O
Uithof-supermarkt O
te O
besteden O
niet O
zo O
hoog O
zijn O
( O
studenten O
ƒ O
13,13 O
; O
medewerkers O
ƒ O
23,72 O
) O
, O
maakt O
de O
omvang O
van O
de O
Uithofpopulatie O
dat O
de O
totale O
te O
verwachten O
omzet O
hoog O
zal O
zijn O
. O

In O
de O
toekomst O
zal O
de O
Uithofbe O
- O
volking O
, O
met O
de O
komst O
van O
de O
Hogeschool O
Utrecht O
afdeling O
Economie O
& O
Management O
, O
de O
uitbreiding O
van O
de O
HMN O
, O
de O
centrale O
Universiteitsbibliotheek O
, O
het O
Educatorium O
en O
eventueel O
studentenwoningen O
alleen O
nog O
maar O
toenemen O
( O
circa O
4.500 O
personen O
) O
. O

Dit O
kan O
betekenen O
dat O
de O
supermarkt O
hier O
evenredig O
van O
profiteert O
. O

De O
omzet O
zoals O
die O
uit O
de O
enquête O
naar O
voren O
is O
gekomen O
kan O
aan O
de O
hoge O
kant O
zijn O
. O

Dit O
kan O
worden O
verklaart O
door O
de O
te O
positieve O
inschatting O
van O
de O
respondenten O
ten O
aanzien O
van O
de O
toekomstige O
bestedingen O
in O
de O
Uithof-supermarkt O
en O
in O
mindere O
mate O
van O
de O
huidige O
bestedingen O
aan O
dagelijkse O
boodschappen O
. O

De O
conclusie O
die O
na O
dit O
onderzoek O
in O
ieder O
geval O
getrokken O
kan O
worden O
is O
dat O
een O
supermarktvestiging O
in O
de O
Uithof O
mag O
rekenen O
op O
voldoende O
omzet O
voor O
een O
winkel O
met O
een O
vloeroppervlak O
van O
600 O
m2 O
. O

Een O
economisch O
verantwoorde O
exploitatie O
van O
een O
dergelijke O
supermarkt O
is O
dan O
ook O
haalbaar O
. O
59 O
I O
60 O
GERAADPLEEGDE O
LITERATUUR O
- O
Bolt O
, O
E.J O
. O
& O
Kerklaan O
, O
P.M.M O
. O

Ontwikkeling O
van O
het O
Nederlandse O
detailhandelsapparaat O
; O
MBO O
, O
Diemen O
1989 O
- O
CIMK O
Winkels O
in O
de O
Uithof O
; O
Onderzoek O
inzake O
distributieve O
voorzieningen O
in O
het O
Universiteitscentrum O
de O
Uithof O
van O
de O
Rijksuniversiteit O
te O
Utrecht O
Amsterdam O
1969 O
- O
CIMK O
Winkels O
in O
de O
Uithof O
; O
Onderzoek O
inzake O
distributieve O
voorzieningen O
in O
het O
Universiteitscentrum O
de O
Uithof O
van O
de O
Rijksuniversiteit O
te O
Utrecht O
, O
deel O
2 O
Amsterdam O
1971 O
- O
EIMK O
Het O
algemene O
levensmiddelenbedrijf O
Brancheonderzoek O
detailhandel O
, O
Zoetermeer O
1991 O
- O
Hart O
, O
H.W O
. O

Ter O
Tussen O
twaalf O
en O
twee O
. O

De O
economische O
betekenis O
van O
de O
lunchpauze O
van O
kantoorpersoneel O
in O
Amsterdam O
en O
Den O
Haag O
. O

In O
: O
Economische O
Statistische O
Berichten O
4 O
januari O
, O
p O
.8 O
- O
9 O
1984 O
- O
Hart O
, O
H.W O
. O

Ter O
& O
Dieleman O
, O
F.M O
. O

Kantooremployé O
’ O
s O
en O
het O
stadscentrum O
In O
de O
serie O
: O
EGI-papers O
nr O
. O
23 O
, O
EGI O
/ O
UvA O
, O
Amsterdam O
1982 O
- O
Jannette O
Walen O
, O
D O
. O

Integratie O
van O
kantoren O
in O
een O
perifeer O
stadsdeelcentrum O
In O
: O
Rooilijn O
nr O
.1 O
, O
p O
. O
4 O
- O
8 O
, O
1989 O
- O
Jannette O
Walen O
, O
D O
. O

Ziekenhuisverplaatsing O
: O
ruimtelijke O
gevolgen O
op O
langere O
termijn O
In O
: O
Rooilijn O
nr O
.10 O
, O
p O
. O
302 O
- O
306 O
, O
1990 O
- O
Joosten O
, O
H O
. O

Kantoorverplaatsingen O
en O
de O
effecten O
op O
woon-werkverkeer O
en O
lunchpauzegedrag O
In O
: O
Rooilijn O
nr O
.4 O
, O
p O
. O
114 O
- O
120 O
, O
1987 O
- O
Kruythoff O
, O
H O
. O

Wonen O
in O
kantoren O
? O

Effecten O
van O
omzettingen O
van O
kan O
- O
toorpanden O
in O
woonruimte O
voor O
de O
voorzieningen O
in O
stads O
- O
centra O
en O
aangrenzende O
wijken O
PPD O
Zuid-Holland O
, O
Den O
Haag O
1984 O
- O
Kuiper O
, O
G.J O
. O

Winkelen O
tussen O
werk O
en O
woning O
; O
Het O
bezoeken O
van O
voor O
- O
zieningen O
door O
verschillende O
typen O
huishoudens O
tijdens O
de O
reis O
tussen O
werk O
en O
woning O
In O
de O
serie O
: O
verslagenreeks O
G O
& O
P O
nr O
. O
8 O
, O
FRW O
/ O
RUU O
, O
Ut O
- O
recht O
1991 O
- O
Maas O
, O
P O
. O

De O
wisselwerking O
tussen O
kantoren O
en O
commerciële O
voor O
- O
zieningen O
; O
Het O
belang O
van O
kantoorwerknemers O
voor O
het O
61 O
draagvlak O
van O
aanwezige O
winkels O
, O
horeca O
en O
persoonlijke O
dienstverlening O
in O
Amsterdam O
Amsterdam O
1991 O
- O
Postma-Van O
der O
Meer O
, O
B O
. O

De O
bestedingen O
en O
het O
bestedingsgedrag O
van O
kantoorperso O
- O
neel O
MBO O
, O
Diemen O
1982 O
62 O
BIJLAGE O
1 O
DE O
VRAGENLIJSTEN O
DOE O
MEE O
EN O
MAAK O
KANS O
OP O
ƒ O
100 O
, O
- O
! O
! O

Utrecht O
, O
4 O
januari O
1993 O
Geachte O
student O
. O

Er O
is O
gebleken O
dat O
er O
behoefte O
Is O
aan O
een O
winkelvoorziening O
( O
supermarkt O
) O
in O
de O
Uithof O
. O

De O
vragenlijst O
die O
je O
hierbij O
aantreft O
wordt O
gebruikt O
voor O
een O
onderzoek O
naar O
de O
omvang O
van O
de O
behoefte O
aan O
deze O
winkelvoorziening O
en O
het O
toekomstig O
gebruik O
daarvan O
. O

Dit O
onderzoek O
vindt O
plaats O
in O
het O
kader O
van O
mijn O
studie O
Sociale O
Geografie O
, O
in O
opdracht O
van O
de O
afdeling O
Huisvesting O
van O
de O
Rijksuniversiteit O
Utrecht O
. O

De O
supermarkt O
die O
eventueel O
in O
de O
Uithof O
zal O
komen O
is O
een O
supermarkt O
van O
het O
type O
" O
Dagmarkt O
" O
. O

Deze O
" O
Dagmarkt O
" O
zal O
een O
gebruikelijk O
assortiment O
voeren O
tegen O
een O
gemiddeld O
prijsniveau O
. O

Volgens O
de O
planning O
zal O
de O
" O
Dagmarkt O
" O
gevestigd O
worden O
in O
de O
huidige O
fietsenstalling O
onder O
Centrumgebouw O
Zuid O
, O
Heidelberglaan O
1 O
( O
tegenover O
Transitorium O
II O
) O
en O
zal O
geen O
beschikking O
hebben O
over O
eigen O
parkeerplaatsen O
. O

Het O
invullen O
van O
de O
enquête O
beslaat O
ongeveer O
5 O
5 O
10 O
minuten O
. O

Jouw O
hulp O
is O
voor O
het O
welslagen O
van O
dit O
onderzoek O
essentieel O
. O

Ik O
verzoek O
je O
daarom O
vriendelijk O
deze O
enquête O
zorgvuldig O
in O
te O
vullen O
en O
zo O
spoedig O
mogelijk O
, O
doch O
uiterlijk O
vóór O
dinsdag O
19 O
januari O
in O
de O
bijgevoegde O
envelop O
te O
retourneren O
aan O
: O
Supermarkt O
Uithof O
Rijksuniversiteit O
Utrecht O
Antwoordnummer O
8448 O
3500 O
VW O
UTRECHT O
( O
een O
postzegel O
plakken O
is O
niet O
nodig O
) O
of O
beter O
nog O
per O
interne O
üniver O
- O
siteitspost O
te O
versturen O
. O

Je O
hoeft O
de O
geadresseerde O
envelop O
dan O
slechts O
in O
de O
postzak O
( O
interne O
post O
) O
bij O
de O
ingang O
van O
één O
van O
de O
Universiteitsge O
- O
bouwen O
te O
deponeren O
. O

Het O
spreekt O
voor O
zich O
dat O
alle O
door O
jou O
verstrekte O
informatie O
geheel O
vertrouwelijk O
behandeld O
en O
verwerkt O
wordt O
. O

De O
uitkomsten O
van O
het O
onderzoek O
zul O
je O
te O
zijner O
tijd O
in O
het O
U-blad O
kunnen O
vinden O
. O

Ik O
dank O
je O
bij O
voorbaat O
voor O
je O
medewerking O
. O

Het O
vriendelijke O
groet O
, O
p.S O
. O

Onder O
de O
inzenders O
zal O
4 O
keer O
ƒ O
100 O
, O
- O
worden O
verloot O
. O

Indien O
je O
mee O
wilt O
dingen O
naar O
deze O
beloning O
is O
het O
noodzakelijk O
je O
naam O
en O
adres O
te O
vermelden O
. O

Je O
kunt O
dit O
doen O
door O
deze O
gegevens O
op O
de O
daarvoor O
bestemde O
strook O
onder O
aan O
dit O
formulier O
te O
vermelden O
. O

Deze O
strook O
zal O
direct O
bij O
binnenkomst O
van O
het O
ingevulde O
enquêteformulier O
worden O
gescheiden O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O

In O
verband O
met O
de O
verloting O
van O
4 O
keer O
ƒ O
100 O
, O
- O
kun O
je O
hier O
, O
indien O
je O
mee O
wilt O
dingen O
naar O
deze O
beloning O
, O
je O
naam O
en O
adres O
vermelden O
. O

Naam O
: O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O

Adres O
: O
_ O
_ O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O

Postcode O
. O
. O
. O
. O
. O
. O
. O
. O
. O

Plaats O
. O
. O
. O
. O
. O
. O
. O
. O
. O
63 O
fTVDrHTPH O
XX O
KOOPGEDRAG O
Bij O
bijna O
al O
ka O
vraag O
hoef O
ja O
alleen O
naar O
hat O
voor O
jou O
julata O
antwoord O
aan O
ta O
kruisen O
. O

Ja O
mag O
maar O
ÓÓn O
antwoord O
par O
vraag O
aan O
krulaan O
tenzij O
andere O
vermeld O
bij O
da O
vraag O
. O

X O
Ulthofbeaoek O
05 O
. O

Door O
wie O
worden O
over O
hot O
algemeen O
de O
DAGELIJKS O
benodigde O
boodschappen O
gedaan O
( O
d.w.z O
. O
levensmiddelen O
, O
genotmiddelen O
, O
schoonmaakmiddelen O
on O
produkten O
voor O
do O
persoonlijke O
verzorging O
) O
? O

( O
indlon O
nodig O
maximaal O
twee O
mogelijkheden O
aankruisen O
, O
Gebruik O
de O
cijfers O
1 O
on O
2 O
om O
aan O
te O
gaven O
welke O
optie O
het O
vaakst O
voorkomt O
) O
0 O
voornamelijk O
door O
je O
zelf O
( O
. O
. O
) O
0 O
voornamelijk O
door O
jo O
partner O
/ O
hulsgonotan O
( O
. O
. O
) O
0 O
voornamelijk O
door O
oudor O
( O
s O
) O
/ O
hoapita O
/ O
kinderan O
/ O
derden O
( O
. O
. O
) O
01 O
. O

A O
. O

Hoavaal O
dagan O
par O
waak O
ban O
ja O
gemiddeld O
op O
de O
Uithof O
aanwealg O
? O

( O
dit O
kan O
ook O
alachta O
voor O
enkele O
uurtjes O
rijn O
) O
0 O
nooit O
• O
• O
0 O
minder O
dan O
dón O
dag O
por O
week O
0 O
dón O
0 O
twee O
0 O
drie O
0 O
vier O
0 O
vijf O
* O
* O
Indien O
nooit O
► O
door O
naar O
vraag O
15 O
. O

Het O
ie O
van O
groot O
belang O
dat O
ook O
jij O
ondanks O
dat O
je O
nooit O
op O
de O
Uithof O
aanwezig O
bent O
, O
deze O
vragenlijst O
opatuurt O
. O

Bij O
het O
niet O
retourneren O
van O
de O
enquAte O
traedt O
er O
namelijk O
een O
grote O
vertekening O
op O
. O

En O
daarbij O
laat O
je O
die O
100 O
plek O
toch O
niet O
schletenl O
06 O
. O

A O
. O

Is O
boodschappen O
doen O
op O
de O
dagen O
dat O
je O
op O
de O
Uithof O
aanwezig O
bent O
voor O
jou O
aan O
probleem O
, O
gezien O
hot O
aantal O
uren O
dat O
jo O
op O
de O
Uithof O
bent O
? O

0 O
ja O
0 O
af O
en O
toe O
0 O
nee O
, O
► O
door O
naar O
vraag O
8 O
B O
. O

Verandert O
deze O
situatie O
als O
de O
winkels O
in O
Utrecht O
por O
1 O
januari O
tot O
18.30 O
uur O
open O
zijn O
? O

0 O
ja O
0 O
nee O
B O
. O

Oo O
hoeveel O
uur O
gaat O
het O
dan O
gemiddeld O
per O
dag O
? O

. O
. O
. O
. O
. O
. O
. O
. O
uur O
02 O
. O

Welk O
gebouw O
bezoek O
je O
het O
meest O
( O
indien O
je O
meerdere O
gebouwen O
bezoekt O
maximaal O
2 O
mogelijkheden O
Invullen O
. O

Cijfer O
1 O
voor O
het O
moest O
bezochte O
gebouw O
, O
, O
cijfer O
2 O
voor O
het O
andere O
) O
0 O
Centrumgebouw O
Zuid O
( O
• O
• O
) O
0 O
Wentgebouw O
( O
• O
• O
) O
0 O
Centrumgebouw O
Noord O
0 O
Aardwetenschappen O
( O
. O
. O
) O
0 O
Transitorium O
I O
( O
• O
• O
) O
0 O
Buysballot O
lab O
. O
( O
• O
• O
) O
0 O
Transitorium O
II O
( O
• O
• O
) O
0 O
Diergeneeskunde O
( O
. O
. O
) O
0 O
Bestuursgebouw O
0 O
AZU O
( O
. O
. O
) O
0 O
Hugo O
R O
. O

Kruyt O
gebouw O
/ O
0 O
H.M.N O
. O
gezondhaldszorg O
( O
• O
• O
) O
Transitorium O
III O
0 O
07 O
. O

Welke O
van O
onderataande O
stollingen O
is O
op O
jouw O
situatie O
van O
toepassing O
? O

Op O
de O
dagen O
dat O
ik O
op O
de O
Uithof O
aanwezig O
bon O
ia O
boodschappen O
doen O
voor O
mij O
eon O
probleem O
, O
daarom O
doe O
ik O
zet O
( O
moerdero O
antwoorden O
mogolljk O
) O
0 O
voornamelijk O
op O
zaterdag O
en O
/ O
of O
op O
de O
koopavond O
0 O
voornamelijk O
na O
college O
/ O
studie O
op O
weg O
van O
de O
Uithof O
naar O
mijn O
woning O
. O

Zo O
ja O
waar O
? O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O

0 O
voornamelijk O
tijdens O
de O
lunchpauze O
in O
de O
buurt O
van O
de O
Uithof O
0 O
laat O
ik O
ze O
halen O
door O
hulsgonoten O
/ O
dorden O
0 O
op O
een O
andere O
doordeweekse O
dag O
0 O
anders O
namelijk O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
. O
03 O
. O

Met O
welk O
vervoermiddel O
kom O
je O
normaal O
gesproken O
naar O
de O
Uithof O
? O

( O
vervoermiddel O
waarmee O
je O
op O
de O
Uithof O
aan O
komt O
) O
Slechts O
1 O
mogelijkheid O
aankrulsent O
0 O
ta O
voet O
0 O
per O
fiets O
/ O
brommer O
0 O
per O
auto O
0 O
per O
motor O
/ O
scooter O
0 O
met O
de O
bus O
08 O
. O

Hoeveel O
geld O
besteed O
je O
per O
boodschappen O
? O

0 O
minder O
dan O
ƒ O
30 O
, O
- O
0 O
ƒ O
30 O
, O
- O
- O
ƒ O
60 O
, O
- O
0 O
ƒ O
60 O
, O
- O
- O
ƒ O
90 O
, O
- O
0 O
ƒ O
90 O
, O
- O
- O
ƒ O
120 O
, O
- O
0 O
ƒ O
120 O
, O
- O
- O
ƒ O
150 O
, O
- O
0 O
meer O
dan O
ƒ O
150 O
, O
- O
weok O
gemiddeld O
aan O
DAGELIJKS O
benodigde O
09 O
. O

Zou O
je O
komen O
? O

0 O
0 O
hot O
gemakkelljk O
vindon O
als O
er O
