
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Only extract entities that are in the text. Follow the annotation rules.
        
        Annotation rules:
Men O
ziet O
hiertoe O
graag O
op O
rijksniveau O
een O
veel O
minder O
geprononceerd O
Randstad-beleid O
met O
aandacht O
voor O
spreiding O
waar O
mogelijk O
. O

De O
( O
hogere O
) O
overheden O
staan O
voor O
de O
moeilijke O
taak O
het O
Groene O
Hart O
te O
behouden O
. O

Of O
dit O
lukt O
, O
is O
de O
vraag O
. O

Een O
' O
zorgvuldige O
' O
visie O
is O
vereist O
. O

Zeker O
is O
ook O
, O
dat O
de O
( O
hogere O
) O
overheden O
meer O
planologie O
moeten O
bedrijven O
in O
de O
ruimtelijke O
ordening O
: O
zoneren O
, O
kiezen O
, O
sturen O
, O
financieren O
. O

Oplopende O
grondprijzen O
kunnen O
verstorend O
werken O
. O

De O
grote O
steden O
krijgen O
het O
devies O
: O
inploderen O
. O

Schoonhoven O
wil O
in O
de O
toekomst O
op O
een O
' O
zorgvuldige O
' O
wijze O
zijn O
streekfunctie O
c.q O
. O
regionale O
taakstelling O
wat O
betreft O
wonen O
en O
verzorgen O
meer O
inhoud O
geven O
en O
vooral O
het O
toerisme O
daarin O
betrekken O
. O

Wat O
betreft O
werkgelegenheid O
( O
t.b.v O
. O

de O
eigen O
bevolking O
) O
en O
het O
wonen O
wil O
men O
best O
meer O
dan O
het O
streekplan O
aan O
- O
geeft O
. O

Ingeklemd O
tussen O
Lek O
en O
provinciegrens O
zijn O
de O
mogelijkheden O
daartoe O
vooralsnog O
beperkt O
. O

Overschrijding O
van O
de O
laatste O
wil O
men O
bespreekbaar O
laten O
zijn O
. O

Een O
noordelijke O
uitbreiding O
is O
daarnaast O
de O
minst O
slechte O
, O
maar O
niet O
echt O
verkieslijk O
. O

Wil O
het O
rijk O
het O
Groene O
Hart O
behouden O
, O
dan O
zal O
zij O
op O
alle O
fronten O
actiever O
moeten O
zijn O
. O

Sterker O
moeten O
sturen O
, O
zoneren O
, O
kiezen O
en O
financieren O
. O

Daarbij O
het O
onderscheid O
stedelijke O
Randstad O
- O
Groene O
Hart O
min O
- O
der O
accentueren O
, O
en O
zeker O
niet O
de O
ontwikkelingsmogelijkheden O
in O
het O
Groene O
Hart O
af O
remmen O
. O

Behoud O
en O
erken O
de O
dynamiek O
in O
een O
gedifferentieerd O
en O
conse O
- O
te O
voeren O
kernenbeleid O
, O
is O
het O
devies O
van O
de O
gemeente O
Schoonhoven O
. O
24 O
HOOFDSTUK O
4 O
: O
ANTWOORD O
OP O
DE O
PROBT O
FFMCTTVT O
T O
TNG O
4.1 O
: O
De O
gemeenschappelijkheden O
Inleiding O
Deel O
a O
van O
de O
probleemstelling O
( O
par O
. O
1.1 O
) O
luidde O
als O
volgt O
: O
a O
) O
Welke O
zijn O
de O
gemeenschappelijkheden O
in O
de O
visies O
van O
de O
grootste O
gemeen O
- O
ten O
in O
het O
Groene O
Hart O
op O
het O
door O
het O
rijk O
gevoerde O
, O
te O
voeren O
en O
op O
het O
door O
deze O
gemeenten O
gewenste O
ruimtelijk O
beleid O
voor O
het O
Groene O
Hart O
? O

Is O
hieruit O
een O
gemeenschappelijke O
Groene O
Hart-visie O
( O
op O
en O
door O
het O
Groene O
Hart O
) O
te O
destilleren O
? O

Hieronder O
volgt O
een O
schets O
van O
de O
gemeenschappelijkheden O
in O
de O
visies O
van O
de O
betrokken O
gemeenten O
op O
de O
ruimtelijk O
ordening O
in O
het O
Groene O
Hart O
. O

Vooraleerst O
zij O
opgemerkt O
, O
dat O
wanneer O
zeven O
of O
meer O
van O
de O
negen O
gemeenten O
min O
of O
meer O
expliciet O
( O
dit O
vereist O
interpretatie O
, O
onvermijdelijk O
bij O
het O
groeperen O
van O
kwalitatieve O
gegevens O
) O
ten O
aanzien O
van O
een O
bepaald O
aspect O
op O
één O
lijn O
staan O
, O
dit O
als O
een O
gemeenschappelijke O
visie O
wordt O
beschouwd O
. O

Waar O
andere O
aantallen O
aan O
de O
orde O
zijn O
, O
zullen O
deze O
worden O
vermeld O
. O

Ten O
tweede O
, O
blijkt O
, O
dat O
hoe O
lager O
het O
abstractie-niveau O
is O
, O
hoe O
groter O
de O
verschillen O
zijn O
. O

De O
gemeenschappelijkheden O
kennen O
dus O
een O
vrij O
hoog O
ab O
- O
stract O
ie-niveau O
. O

De O
relevante O
verschillen O
op O
het O
( O
meer O
) O
concrete O
niveau O
zijn O
' O
meegenomen O
’ O
, O
alsmede O
markante O
visies O
of O
ideeën O
op O
bepaalde O
punten O
. O

Onvermijdelijk O
heeft O
deze O
paragraaf O
mede O
een O
concluderend O
karakter O
. O

In O
hoofdstuk O
5 O
wordt O
dan O
ook O
zeker O
niet O
teveel O
in O
herhalingen O
vervallen O
. O

Thema O
1 O
: O
Rijks O
- O
en O
provinciaal O
ruimtelijk O
beleid O
vroeger O
en O
nu O
Het O
nadrukkelijk O
groene O
rijksbeleid O
heeft O
ten O
goede O
gewerkt O
voor O
het O
behoud O
van O
het O
Groene O
Hart O
. O

Het O
provinciale O
( O
streekplan O
- O
) O
beleid O
, O
vanaf O
de O
jaren O
’ O
70 O
planmatig O
en O
ingrijpend O
genoemd O
, O
staat O
dichter O
bij O
de O
gemeenten O
. O

Het O
heeft O
een O
bepaalde O
suburbanisatie O
toegestaan O
, O
zonder O
dat O
dit O
heeft O
geleid O
tot O
wildgroei O
. O

De O
gemeenten O
onderkennen O
nauwelijks O
verschillen O
tussen O
het O
rijke O
- O
en O
provinciale O
ruimtelijk O
beleid O
. O

Het O
merendeel O
van O
de O
gemeenten O
wenst O
in O
meer O
of O
mindere O
mate O
toe O
te O
geven O
aan O
de O
bestaande O
druk O
( O
meer O
aan O
die O
van O
binnenuit O
dan O
aan O
die O
van O
buitenaf O
) O
, O
deze O
in O
ieder O
geval O
te O
erkennen O
in O
plaats O
van O
star O
vast O
te O
houden O
aan O
de O
doelstellingen O
van O
het O
beleid O
van O
de O
hogere O
overheden O
. O

Slechts O
één O
gemeente O
wenst O
, O
dat O
vastgehouden O
wordt O
aan O
de O
strikte O
doelstellingen O
. O

De O
gemeenten O
staan O
op O
het O
standpunt O
, O
dat O
de O
tijd O
gekomen O
is O
om O
duidelijk O
te O
kiezen O
wat O
je O
waar O
( O
nog O
) O
wel O
wilt O
en O
wat O
waar O
niet O
( O
meer O
) O
. O

De O
mogelijkheid O
of O
wenselijkheid O
om O
daar O
bijvoorbeeld O
een O
interprovinciale O
structuurschets O
voor O
het O
Groene O
Hart O
voor O
op O
te O
stellen O
, O
wordt O
door O
geen O
enkele O
gemeente O
expliciet O
genoemd O
. O

De O
Vierde O
nota O
Over O
de O
Vierde O
nota O
wordt O
betrekkelijk O
eenduidig O
gedacht O
. O

Positief O
met O
name O
. O

Als O
visie O
wordt O
de O
nota O
in O
zijn O
algemeenheid O
onderschreven O
. O

De O
financiële O
onderbouwing O
van O
het O
beleid O
acht O
men O
zwak O
. O

De O
nadruk O
op O
de O
Randstad O
wordt O
ook O
overwegend O
positief O
gevonden O
. O

Realistisch O
met O
name O
, O
vanuit O
economisch O
oogpunt O
bezien O
. O

De O
behandeling O
van O
het O
Groene O
Hart O
in O
de O
nota O
vinden O
alle O
te O
eenzijdig O
. O

Meer O
aandacht O
voor O
de O
economie O
van O
het O
gebied O
wordt O
door O
zeven O
gemeenten O
nodig O
geacht O
. O

Dat O
er O
meer O
rijksoverheidsgeld O
moet O
komen O
, O
met O
name O
om O
het O
beleid O
voor O
de O
Randstad O
te O
kunnen O
verwezenlijken O
, O
en O
om O
daarbinnen O
de O
kwaliteiten O
van O
het O
Groene O
Hart O
te O
versterken O
, O
daar O
zijn O
alle O
het O
eveneens O
over O
eens O
. O

Het O
zoeken O
van O
( O
meer O
) O
samenwerking O
met O
de O
' O
markt O
' O
hiervoor O
is O
niet O
alleen O
positief O
, O
maar O
vooral O
noodzakelijk O
. O

Alle O
gemeenten O
zien O
mogelijkheden O
voor O
de O
' O
markt O
' O
in O
het O
landelijk O
gebied O
. O

Zeven O
gemeenten O
zien O
hier O
toch O
echter O
vooral O
een O
taak O
( O
initiatief O
) O
voor O
de O
( O
hogere O
) O
overheid O
. O

Naast O
geld O
is O
er O
vooral O
ook O
meer O
beleid O
( O
betere O
instrumenten O
, O
snellere O
procedures O
) O
nodig O
, O
juist O
om O
datgene O
te O
beschermen O
, O
dat O
waardevol O
is O
voor O
het O
gebied O
. O

Bus O
niet O
alleen O
afwegen O
, O
ook O
daadwerkelijk O
keuzes O
maken O
, O
daarnaar O
handelen O
en O
de O
consequenties O
aanvaarden O
. O
25 O
Thema O
2 O
: O
Stedelijke O
ontwikkelingen O
Geen O
enkele O
gemeente O
is O
op O
nationale O
of O
op O
Randstad-schaal O
voorstander O
van O
pure O
concentratie O
van O
( O
de O
groei O
van O
) O
economische O
bedrijvigheid O
, O
( O
hoogwaardi O
- O
ge O
) O
arbeidsplaatsen O
, O
woningen O
en O
voorzieningen O
in O
de O
stedelijke O
Randstad O
. O

Drie O
gemeenten O
zien O
niets O
in O
een O
in O
nationaal O
perspectief O
geplaatste O
opgelegde O
regionale O
spreidings-aanpak O
, O
drie O
andere O
wensen O
in O
het O
beleid O
geen O
verdere O
nadruk O
op O
de O
Randstad O
. O

Eén O
van O
de O
laatste O
drie O
opteert O
voor O
een O
door O
het O
rijk O
te O
voeren O
actief O
stimulerend O
spreidingsbeleid O
. O

De O
algemene O
opinie O
is O
, O
dat O
spreiding O
welkom O
is O
, O
maar O
dat O
grote O
delen O
van O
het O
bedrijfsleven O
daar O
weinig O
tot O
niets O
in O
zien O
. O

Het O
Groene O
Hart O
moet O
in O
het O
ontwikkelingsproces O
mee O
kunnen O
groeien O
. O

De O
groei O
in O
het O
Groene O
Hart O
, O
waarbij O
( O
van O
buiten O
) O
vooral O
schone O
, O
kleinschalige O
en O
hoogwaardige O
bedrijvigheid O
welkom O
is O
, O
zal O
dienen O
te O
worden O
opgevangen O
volgens O
de O
beleidslijnen O
van O
het O
provinciale O
kemenbeleid O
. O

Dit O
beleid O
mag O
enerzijds O
volgens O
één O
gemeente O
niet O
dogmatisch O
gehanteerd O
worden O
( O
t.a.v O
. O
incidentele O
, O
kansrijke O
, O
nieuwe O
ontwikkelingen O
) O
, O
in O
bepaalde O
andere O
gevallen O
( O
spreiding O
voorzieningen O
e.d O
. O
) O
moet O
het O
volgens O
een O
andere O
gemeente O
wel O
consequent O
worden O
ingevuld O
volgens O
de O
uitgangspunten O
. O

' O
Afknijpen O
’ O
van O
ontwikkelingen O
ruilt O
men O
het O
liefst O
in O
voor O
structureren O
van O
ontwikkelingen O
, O
en O
dan O
op O
die O
plaatsen O
waar O
het O
de O
minste O
' O
schade O
' O
berokkent O
en O
het O
meest O
kansrijk O
is O
( O
o.a O
. O
gelet O
op O
de O
aanwezige O
infrastructuur O
) O
. O

Het O
huidige O
mobiliteitsprobleem O
kan O
volgens O
de O
gemeenten O
alleen O
door O
een O
mix O
van O
maatregelen O
worden O
opgelost O
. O

Ten O
aanzien O
van O
structurele O
oplossingen O
is O
er O
veel O
scepticisme O
. O

Het O
openbaar O
vervoer O
is O
nog O
lang O
geen O
alternatief O
voor O
de O
auto O
. O

Terugdringen O
van O
het O
particuliere O
autoverkeer O
is O
voor O
alle O
gemeen O
- O
ten O
een O
deel O
van O
de O
oplossing O
. O

Over O
de O
manier O
waarop O
bestaat O
geen O
helder O
- O
heid O
. O

Wel O
zal O
het O
( O
volgens O
vijf O
gemeenten O
) O
nodig O
zijn O
bestaande O
knelpunten O
in O
het O
( O
rijks O
) O
wegennet O
met O
voorrang O
op O
te O
heffen O
. O

Op O
economisch O
terrein O
heeft O
of O
ambieert O
geen O
enkele O
gemeente O
een O
uitgespro O
- O
ken O
groeipotentie O
. O

Voorop O
staat O
het O
vormgeven O
aan O
een O
geleidelijke O
groei O
, O
waarbinnen O
het O
optimaliseren O
van O
de O
gemeentelijke O
situatie O
( O
pendel O
terug O
- O
dringen O
, O
werk O
voor O
eigen O
bevolking O
creëren O
) O
prioriteit O
heeft O
. O

Twee O
gemeenten O
ambiëren O
nog O
slechts O
een O
gemeentelijke O
' O
opvangtaak O
' O
. O

Alle O
voorzien O
, O
dat O
er O
na O
2000 O
additioneel O
bedrijfsterrein O
nodig O
is O
, O
buiten O
de O
nu O
geplande O
of O
voorziene O
terreinen O
. O

Vier O
gemeenten O
zijn O
van O
mening O
, O
dat O
de O
hogere O
overheden O
de O
economische O
potenties O
van O
het O
Groene O
Hart O
niet O
voldoende O
( O
h O
) O
erkennen O
. O

Vijf O
( O
deels O
andere O
) O
gemeenten O
vinden O
zich O
ten O
onrechte O
belemmerd O
worden O
op O
dit O
punt O
. O

Wat O
de O
woningbouw O
betreft O
, O
heeft O
geen O
enkele O
gemeente O
animo O
of O
ruimte O
om O
( O
onvoorwaardelijk O
) O
bevolkingsoverloop O
c.q O
. O
woningbehoefte O
vanuit O
de O
omlig O
- O
gende O
stadsgewesten O
op O
te O
vangen O
, O
met O
name O
wegens O
het O
krappe O
contingenten O
- O
beleid O
. O

Het O
kemenbeleid O
, O
dat O
in O
principe O
wordt O
onderschreven O
, O
gaat O
hier O
- O
onder O
gebukt O
. O

Twee O
gemeenten O
zien O
ondanks O
hun O
streekplan-status O
in O
regionale O
opvang O
geen O
taak O
meer O
voor O
zich O
weggelegd O
. O

Alle O
staan O
een O
naar O
sectoren O
en O
categorieën O
woningen O
bezien O
evenwichtig O
bouwbeleid O
voor O
. O

Men O
voorziet O
voor O
de O
toekomst O
niet O
meer O
en O
soms O
minder O
dan O
een O
geleidelijke O
groei O
. O

Wat O
de O
toekomstscenario's O
betreft O
, O
is O
bij O
dit O
thema O
het O
' O
zorgvuldige O
' O
scenario O
dominant O
in O
de O
visie O
van O
de O
gemeenten O
( O
score O
van O
57% O
op O
de O
matrix O
- O
vragen O
1 O
en O
2 O
, O
zie O
par O
. O
3.4.2 O
) O
. O

Met O
name O
door O
het O
selectieve O
spreidingsden O
- O
ken O
binnen O
de O
Randstad O
. O

Thema O
3 O
: O
Groene O
Hart-aspecten O
Voor O
een'överzicht O
van O
het O
territoir O
, O
dat O
men O
gemeenschappelijk O
het O
Groene O
Hart O
acht O
, O
wordt O
verwezen O
naar O
fig O
3.2 O
, O
p O
.15 O
. O

Duidelijk O
niet O
meer O
tot O
het O
Groene O
Hart O
gerekend O
worden O
Zoetermeer O
, O
Pijnacker-Nootdorp O
en O
de O
B-driehoek O
. O

over O
de O
rol O
die O
het O
Groene O
Hart O
dient O
te O
spelen O
in O
relatie O
tot O
het O
onliggend O
tedelijJ O
< O
gebied O
bestaat O
verdeeldheid O
. O

Dit O
geldt O
in O
het O
bijzonder O
voor O
de O
Srecieze O
omvang O
en O
begrenzing O
van O
het O
Groene O
Hart O
, O
voor O
de O
wens O
dit O
wette O
- O
vast O
te O
leggen O
, O
voor O
de O
mogelijke O
rol O
van O
het O
Groene O
Hart O
in O
het O
van O
HjK O
. O

rijkswege O
te O
stimuleren O
internationaal O
grootstedelijk O
vestigingsmilieu O
in O
de O
westelijke O
Randstad O
, O
als O
voor O
het O
kader O
waarin O
het O
gebied O
moet O
worden O
bezien O
: O
als O
deel O
van O
een O
landelijk O
( O
groen-agrarisch O
) O
systeem O
, O
dan O
wel O
als O
deel O
van O
een O
stedelijk-economisch O
systeem O
. O

Uitgesplitst O
naar O
grootte O
van O
de O
kernen O
blijkt O
, O
dat O
drie O
van O
de O
vier O
grootste O
zich O
meer O
afzetten O
tegen O
een O
wettelijke O
begrenzing O
, O
het O
Groene O
Hart O
meer O
betrokken O
zien O
bij O
het O
voornoem O
- O
de O
vestigingsmilieu O
voor O
de O
westelijke O
Randstad O
en O
het O
Groene O
Hart O
( O
dus O
ook O
) O
meer O
zien O
in O
een O
stedelijk-economische O
context O
, O
dan O
in O
vergelijking O
met O
de O
overige O
gemeenten O
. O

Toch O
overheerst O
onder O
invloed O
van O
de O
kleinere O
grotere O
gemeenten O
het O
' O
zorgvuldige O
’ O
scenario O
( O
score O
van O
41% O
op O
de O
matrix-vragen O
3 O
en O
11 O
, O
zie O
par O
. O
3.4.2 O
) O
. O

Meest O
genoemde O
belangrijke O
functie O
van O
het O
Groene O
Hart O
, O
nu O
en O
in O
de O
toekomst O
, O
is O
het O
landelijke O
, O
epen O
karakter O
( O
vijfmaal O
) O
. O

De O
overige O
vier O
gemeenten O
geven O
’ O
tussen O
de O
regels O
door O
’ O
te O
kennen O
, O
dat O
ook O
zij O
waarde O
hechten O
aan O
dit O
karakter O
. O

Vijf O
gemeenten O
vinden O
het O
cm O
verschil O
- O
lende O
redenen O
slechte O
functioneren O
van O
de O
landbouw O
dan O
wel O
het O
verdwijnen O
van O
landbouwbedrijven O
op O
dit O
moment O
het O
belangrijkste O
probleem O
. O

In O
de O
toekomst O
zien O
acht O
gemeenten O
in O
de O
druk O
vanuit O
de O
niet-groene O
functies O
( O
m.n O
. O
werken O
en O
/ O
of O
mobiliteit O
) O
, O
zowel O
van O
binnenuit O
als O
van O
buitenaf O
, O
de O
grootste O
bedreiging O
voor O
de O
landbouw O
en O
de O
leefbaarheid O
in O
het O
Groene O
Hart O
. O

Thema O
4 O
: O
Bestuurlijke O
organisatie O
Het O
gemeenschappelijke O
element O
in O
de O
visie O
op O
intergemeentelijke O
samenwer O
- O
king O
is O
de O
uiteenlopende O
zienswijze O
hierop O
. O

Een O
intergemeentelijk O
Groene O
Hart-verband O
acht O
men O
geen O
noodzaak O
, O
net O
zo O
min O
als O
de O
vorming O
van O
agglome O
- O
ratie-gemeenten O
in O
de O
stedelijke O
rand O
, O
of O
nieuwe O
gemeentelijke O
herindelin O
- O
gen O
. O

Vijf O
gemeenten O
wensen O
( O
onder O
voorwaarden O
) O
meer O
functionele O
samenwer O
- O
king O
, O
met O
name O
op O
de O
terreinen O
ruimtelijke O
ordening O
en O
economie O
. O

Status O
quo O
- O
gedachten O
overheersen O
. O

De O
' O
verdeeldheid O
’ O
laat O
zich O
ook O
terug O
vinden O
in O
het O
gegeven O
, O
dat O
geen O
enkel O
toekomstscenario O
dominant O
is O
( O
w.b O
. O
score O
op O
de O
matrix-vragen O
6 O
en O
10 O
, O
zie O
par O
. O
3.4.2 O
) O
. O

Thema O
5 O
: O
Groene O
functies O
Binnen O
dit O
thema O
zijn O
de O
meningen O
/ O
wensen O
ook O
verdeeld O
. O

Behalve O
wat O
mogelijk O
- O
heden O
voor O
extensieve O
recreatie O
aangaat O
. O

Alle O
gemeenten O
wensen O
deze O
te O
ver O
- O
groten O
, O
zonder O
daarmee O
ook O
een O
bewuste O
toename O
van O
het O
aantal O
recreanten O
( O
meer O
dan O
de O
normale O
behoefte-groei O
) O
na O
te O
streven O
. O

Hoe O
verder O
het O
Groene O
Hart O
in O
, O
hoe O
minder O
verkeersbewegingen O
de O
recreatie O
zou O
mogen O
uitlokken O
. O

Zeven O
gemeenten O
( O
waarvan O
vier O
met O
meer O
nadruk O
dan O
de O
andere O
drie O
) O
hechten O
veel O
waarde O
aan O
het O
handhaven O
van O
de O
landbouw O
op O
het O
huidige O
niveau O
, O
met O
name O
in O
de O
veenweidegebieden O
. O

Alle O
vinden O
, O
dat O
daar O
meer O
geld O
voor O
nodig O
is O
. O

Met O
groei O
van O
de O
tuinbouw O
( O
zes O
gemeenten O
noemen O
dit O
) O
en O
substantiële O
uit O
- O
breiding O
van O
( O
natte O
) O
natuurgebieden O
/ O
waterareaal O
( O
bijv O
, O
het O
onder O
water O
zet O
- O
ten O
van O
polders O
) O
wil O
men O
grote O
voorzichtigheid O
betrachten O
. O

Twee O
gemeenten O
zien O
in O
het O
tweede O
element O
wel O
heil O
. O

De O
twee O
grootste O
gemeenten O
scoren O
dui O
- O
delijk O
anders O
( O
meer O
volgens O
het O
' O
ontspannen O
' O
scenario O
) O
dan O
de O
kleinere O
. O

De O
eerste O
zijn O
meer O
' O
in O
' O
voor O
substantiële O
veranderingen O
in O
het O
landelijk O
gebied O
) O
, O
de O
laatste O
zijn O
terughoudender O
. O

Zowel O
het O
' O
ontspannen O
' O
als O
het O
' O
zorgvuldige O
' O
scenario O
' O
scoren O
' O
hierdoor O
bij O
dit O
thema O
bovengemiddeld O
( O
resp O
. O

scores O
van O
60 O
en O
30% O
op O
de O
matrix-vragen O
7 O
en O
8 O
, O
zie O
par O
. O
3.4.2 O
) O
. O

Thema O
6 O
: O
Toekomstverkenning O
door O
de O
gemeenten O
Een O
gemeenschappelijk O
element O
in O
de O
visie O
op O
de O
' O
eigen O
' O
toekomst O
is O
, O
dat O
alle O
binnen O
de O
over O
het O
algemeen O
behoudende O
( O
' O
zorgvuldige O
' O
) O
Groene O
Hart O
- O
visie O
mogelijkheden O
willen O
hebben O
of O
naarstig O
daarnaar O
op O
zoek O
zijn O
cm O
de O
groei O
van O
de O
eigen O
gemeente O
vorm O
te O
kunnen O
geven O
. O

Alphen O
a O
/ O
d O
Rijn O
, O
Woerden O
en O
in O
mindere O
mate O
Bodegraven O
en O
Waddinxveen O
hebben O
zicht O
op O
voldoende O
groeimogelijkheden O
tot O
rond O
de O
eeuwwisseling O
. O

Voor O
Gouda O
, O
Usselstein O
en O
De O
Ronde O
Venen O
zullen O
op O
betrekkelijk O
korte O
termijn O
' O
grote O
' O
beslissingen O
moeten O
worden O
genomen O
voor O
forse O
woningbouwlocaties O
, O
alsmede O
voor O
nieuwe O
bedrijventerreinen O
. O

Voor O
Schoonhoven O
nadert O
dat O
moment O
iets O
minder O
snel O
. O

In O
Nieuwerkerk O
a O
/ O
d O
Ussel O
kan O
men O
in O
het O
door O
de O
gemeente O
gewenste O
( O
lage O
) O
groeitempo O
voorlopig O
nog O
bouwen O
zonder O
veel O
capaciteitsproblemen O
. O
27 O
Het O
derde O
' O
groei-item O
' O
is O
de O
ontwikkeling O
van O
( O
stedelijk O
) O
toerisme O
en O
recre O
- O
atie O
. O

Zes O
gemeenten O
wensen O
meer O
mogelijkheden O
in O
deze O
in O
hun O
gemeente O
. O

Ste O
- O
delijk O
toerisme O
is O
voor O
drie O
van O
hen O
, O
Gouda O
, O
Alphen O
a O
/ O
d O
Rijn O
en O
Schoonhoven O
, O
een O
belangrijk O
aspect O
van O
toekomstig O
gemeentelijk O
ruimtelijk O
beleid O
. O

Zeven O
gemeenten O
wensen O
expliciet O
een O
veel O
actiever O
rijks O
- O
en O
provinciaal O
beleid O
voor O
de O
groene O
functies O
in O
het O
landelijk O
( O
buiten O
) O
gebied O
. O

Bemoeienis O
in O
de O
zin O
van O
het O
opwerpen O
van O
belemmeringen O
voor O
de O
' O
normale O
' O
groei O
van O
de O
niet O
- O
groene O
functies O
wonen O
, O
werken O
en O
verzorging O
acht O
men O
niet O
gewenst O
. O

Men O
wenst O
een O
voorwaardenscheppende O
, O
realistische O
, O
' O
grensverleggende O
' O
hogere O
overheid O
. O
4.2 O
: O
De O
discrepanties O
met O
het O
rijksbeleid O
4.2.1 O
: O
Inleiding O
Deel O
b O
van O
de O
probleemstelling O
( O
par O
. O
1.1 O
) O
luidde O
als O
volgt O
: O
b O
) O
Welke O
zijn O
de O
discrepanties O
tussen O
het O
door O
de O
grootste O
gemeenten O
in O
het O
Groene O
Hart O
( O
al O
of O
niet O
gemeenschappelijk O
) O
gewenste O
en O
door O
het O
rijk O
gevoerde O
en O
te O
voeren O
ruimtelijk O
beleid O
voor O
het O
Groene O
Hart O
? O

In O
deze O
paragraaf O
zullen O
de O
discrepanties O
besproken O
worden O
tussen O
de O
afzon O
- O
derlijke O
en O
gemeenschappelijke O
visies O
van O
de O
betrokken O
gemeenten O
op O
de O
toe O
- O
komstige O
ruimtelijke O
ordening O
van O
het O
Groene O
Hart O
en O
het O
ruimtelijk O
rijksbe O
- O
leid O
. O

Een O
opsomming O
van O
alle O
genoemde O
verschillen O
met O
het O
rijksbeleid O
zou O
te O
ver O
voeren O
. O

Net O
als O
met O
de O
gemeenschappelijkheden O
is O
enige O
groepering O
nodig O
. O

Daar O
waar O
vier O
of O
meer O
gemeenten O
een O
duidelijk O
van O
het O
rijksbeleid O
afwijken O
- O
de O
visie O
aanhangen O
, O
vindt O
vermelding O
plaats O
. O

De O
gegevens O
die O
par O
. O
3.4 O
heeft O
opgeleverd O
, O
de O
enquête-resultaten O
in O
het O
licht O
van O
de O
vier O
toekomstscenari O
- O
o's O
, O
betreffen O
afgeleide O
gegevens O
en O
voegen O
als O
zodanig O
geen O
nieuwe O
feiten O
toe O
. O

Het O
zou O
eventueel O
wel O
mogelijk O
zijn O
de O
verschillen O
en O
overeenkomsten O
tussen O
de O
vier O
scenario's O
en O
het O
ruimtelijk O
rijksbeleid O
te O
bezien O
. O

Het O
is O
in O
dit O
onderzoek O
echter O
niet O
te O
doen O
geweest O
om O
zo'n O
analyse O
. O

Kort O
kan O
